,worldwide_gross_income_currency,worldwide_gross_income,usa_gross_income_currency,usa_gross_income,budget_currency,budget
57299,,,,,,
57300,,,,,,
57301,,,,,,
57302,USD,5153 ,,,,
57303,USD,317231 ,,,,
57304,USD,581655 ,,,,
57305,,,,,,
57306,USD,6416410 ,,,,
57307,,,,,,
57308,,,,,,
57309,USD,218085 ,,,,
57310,,,,,,
57311,,,,,,
57312,,,,,,
57313,,,,,,
57314,USD,290307 ,,,,
57315,USD,386634 ,,,,
57316,,,,,,
57317,USD,13595 ,,,,
57318,USD,2897130 ,,,,
57319,USD,6687968 ,,,,
57320,,,,,,
57321,USD,26135 ,,,,
57322,,,,,,
57323,,,,,,
57324,,,,,,
57325,USD,63081 ,,,,
57326,USD,53668 ,,,,
57327,USD,88946 ,,,,
57328,,,,,,
57329,USD,1449658 ,,,,
57330,USD,128138 ,,,,
57331,,,,,,
57332,USD,1028516 ,,,,
57333,USD,1211843 ,,,,
57334,,,,,,
57335,,,,,,
57336,,,,,,
57337,,,,,,
57338,,,,,,
57339,USD,38537 ,,,,
57340,USD,727610 ,,,,
57341,,,,,,
57342,,,,,,
57343,,,,,,
57344,USD,2734488 ,,,,
57345,,,,,,
57346,,,,,,
57347,,,,,,
57348,,,,,,
57349,,,,,,
57350,,,,,,
57351,,,,,,
57352,,,,,,
57353,,,,,,
57354,,,,,,
57355,USD,2846159 ,,,,
57356,,,,,,
57357,,,,,,
57358,,,,,,
57359,USD,90173 ,,,,
57360,,,,,,
57361,,,,,,
57362,,,,,,
57363,,,,,,
57364,,,,,,
57365,,,,,,
57366,,,,,,
57367,,,,,,
57368,USD,8344 ,,,,
57369,,,,,,
57370,,,,,,
57371,,,,,,
57372,,,,,,
57373,,,,,,
57374,,,,,,
57375,,,,,,
57376,,,,,,
57377,,,,,,
57378,,,,,,
57379,,,,,,
57380,,,,,,
57381,,,,,,
57382,,,,,,
57383,USD,32433 ,,,,
57384,,,,,,
57385,USD,54314 ,,,,
57386,,,,,,
57387,,,,,,
57388,,,,,,
57389,USD,447360 ,,,,
57390,,,,,,
57391,,,,,,
57392,,,,,,
57393,,,,,,
57394,,,,,,
57395,,,,,,
57396,,,,,,
57397,,,,,,
57398,,,,,,
57399,,,,,,
57400,,,,,,
57401,,,,,,
57402,,,,,,
57403,USD,571291 ,,,,
57404,,,,,,
57405,USD,127312 ,,,,
57406,,,,,,
57407,,,,,,
57408,,,,,,
57409,,,,,,
57410,,,,,,
57411,,,,,,
57412,USD,16645 ,,,,
57413,USD,928169 ,,,,
57414,,,,,,
57415,,,,,,
57416,,,,,,
57417,,,,,,
57418,,,,,,
57419,,,,,,
57420,,,,,,
57421,,,,,,
57422,,,,,,
57423,,,,,,
57424,USD,161762 ,,,,
57425,,,,,,
57426,,,,,,
57427,,,,,,
57428,,,,,,
57429,,,,,,
57430,,,,,,
57431,,,,,,
57432,,,,,,
57433,USD,33155 ,,,,
57434,,,,,,
57435,USD,151567 ,,,,
57436,,,,,,
57437,,,,,,
57438,,,,,,
57439,USD,6124122 ,,,,
57440,USD,426309 ,,,,
57441,,,,,,
57442,,,,,,
57443,,,,,,
57444,,,,,,
57445,USD,9483 ,,,,
57446,,,,,,
57447,,,,,,
57448,USD,5744968 ,,,,
57449,,,,,,
57450,,,,,,
57451,,,,,,
57452,,,,,,
57453,,,,,,
57454,USD,342984 ,,,,
57455,,,,,,
57456,USD,10960 ,,,,
57457,USD,119335 ,,,,
57458,,,,,,
57459,,,,,,
57460,,,,,,
57461,,,,,,
57462,,,,,,
57463,,,,,,
57464,,,,,,
57465,,,,,,
57466,,,,,,
57467,,,,,,
57468,USD,99128 ,,,,
57469,,,,,,
57470,,,,,,
57471,,,,,,
57472,USD,919629 ,,,,
57473,,,,,,
57474,,,,,,
57475,,,,,,
57476,,,,,,
57477,,,,,,
57478,,,,,,
57479,,,,,,
57480,USD,70959 ,,,,
57481,USD,268489 ,,,,
57482,,,,,,
57483,USD,18933 ,,,,
57484,,,,,,
57485,USD,676242 ,,,,
57486,USD,45360 ,,,,
57487,,,,,,
57488,,,,,,
57489,,,,,,
57490,,,,,,
57491,,,,,,
57492,USD,105715 ,,,,
57493,,,,,,
57494,,,,,,
57495,,,,,,
57496,USD,40424 ,,,,
57497,,,,,,
57498,,,,,,
57499,,,,,,
57500,,,,,,
57501,USD,2245220 ,,,,
57502,USD,3999 ,,,,
57503,,,,,,
57504,,,,,,
57505,,,,,,
57506,,,,,,
57507,USD,346900 ,,,,
57508,,,,,,
57509,USD,58798 ,,,,
57510,,,,,,
57511,,,,,,
57512,,,,,,
57513,,,,,,
57514,,,,,,
57515,,,,,,
57516,USD,454892 ,,,,
57517,,,,,,
57518,USD,94261 ,,,,
57519,USD,856027 ,,,,
57520,USD,101124 ,,,,
57521,,,,,,
57522,,,,,,
57523,,,,,,
57524,USD,10008 ,,,,
57525,,,,,,
57526,,,,,,
57527,USD,33041 ,,,,
57528,,,,,,
57529,,,,,,
57530,,,,,,
57531,,,,,,
57532,USD,3016461 ,,,,
57533,,,,,,
57534,,,,,,
57535,,,,,,
57536,,,,,,
57537,,,,,,
57538,,,,,,
57539,,,,,,
57540,,,,,,
57541,,,,,,
57542,USD,438227 ,,,,
57543,USD,2022427 ,,,,
57544,,,,,,
57545,,,,,,
57546,,,,,,
57547,USD,113824 ,,,,
57548,,,,,,
57549,,,,,,
57550,USD,77618 ,,,,
57551,,,,,,
57552,,,,,,
57553,USD,2212356 ,,,,
57554,,,,,,
57555,USD,65526 ,,,,
57556,,,,,,
57557,USD,240260 ,,,,
57558,USD,1003465 ,,,,
57559,,,,,,
57560,,,,,,
57561,,,,,,
57562,USD,125494 ,,,,
57563,,,,,,
57564,,,,,,
57565,,,,,,
57566,,,,,,
57567,,,,,,
57568,USD,4632 ,,,,
57569,,,,,,
57570,USD,62221 ,,,,
57571,,,,,,
57572,,,,,,
57573,USD,31770 ,,,,
57574,,,,,,
57575,,,,,,
57576,USD,117410 ,,,,
57577,USD,6996083 ,,,,
57578,,,,,,
57579,,,,,,
57580,,,,,,
57581,,,,,,
57582,USD,2805450 ,,,,
57583,USD,561096 ,,,,
57584,,,,,,
57585,,,,,,
57586,USD,258137 ,,,,
57587,,,,,,
57588,USD,545079 ,,,,
57589,,,,,,
57590,,,,,,
57591,,,,,,
57592,,,,,,
57593,,,,,,
57594,USD,999142 ,,,,
57595,,,,,,
57596,,,,,,
57597,,,,,,
57598,USD,3848 ,,,,
57599,,,,,,
57600,,,,,,
57601,,,,,,
57602,USD,249325 ,,,,
57603,USD,8579972 ,,,,
57604,USD,284808 ,,,,
57605,,,,,,
57606,USD,118277 ,,,,
57607,,,,,,
57608,USD,62696 ,,,,
57609,USD,3734 ,,,,
57610,,,,,,
57611,,,,,,
57612,USD,2171222 ,,,,
57613,,,,,,
57614,,,,,,
57615,,,,,,
57616,,,,,,
57617,,,,,,
57618,USD,178123 ,,,,
57619,,,,,,
57620,,,,,,
57621,,,,,,
57622,USD,2217681 ,,,,
57623,,,,,,
57624,,,,,,
57625,,,,,,
57626,,,,,,
57627,,,,,,
57628,,,,,,
57629,,,,,,
57630,USD,15897574 ,,,,
57631,,,,,,
57632,USD,15982 ,,,,
57633,,,,,,
57634,,,,,,
57635,,,,,,
57636,,,,,,
57637,USD,62100 ,,,,
57638,USD,3618818 ,,,,
57639,,,,,,
57640,USD,475852 ,,,,
57641,,,,,,
57642,,,,,,
57643,,,,,,
57644,,,,,,
57645,,,,,,
57646,,,,,,
57647,,,,,,
57648,,,,,,
57649,USD,367742 ,,,,
57650,,,,,,
57651,USD,1052964 ,,,,
57652,,,,,,
57653,,,,,,
57654,,,,,,
57655,,,,,,
57656,,,,,,
57657,USD,1105759 ,,,,
57658,,,,,,
57659,USD,277120 ,,,,
57660,,,,,,
57661,,,,,,
57662,,,,,,
57663,,,,,,
57664,,,,,,
57665,,,,,,
57666,USD,395148 ,,,,
57667,USD,189893 ,,,,
57668,USD,1450786 ,,,,
57669,,,,,,
57670,,,,,,
57671,,,,,,
57672,,,,,,
57673,,,,,,
57674,,,,,,
57675,,,,,,
57676,,,,,,
57677,,,,,,
57678,,,,,,
57679,,,,,,
57680,,,,,,
57681,,,,,,
57682,,,,,,
57683,,,,,,
57684,,,,,,
57685,USD,1887 ,,,,
57686,USD,1489040 ,,,,
57687,,,,,,
57688,,,,,,
57689,USD,2049324 ,,,,
57690,USD,81245 ,,,,
57691,USD,109611 ,,,,
57692,,,,,,
57693,,,,,,
57694,,,,,,
57695,,,,,,
57696,,,,,,
57697,USD,31204 ,,,,
57698,,,,,,
57699,,,,,,
57700,,,,,,
57701,,,,,,
57702,USD,550211 ,,,,
57703,USD,747626 ,,,,
57704,,,,,,
57705,,,,,,
57706,USD,2789920 ,,,,
57707,USD,6545 ,,,,
57708,,,,,,
57709,,,,,,
57710,,,,,,
57711,,,,,,
57712,USD,282790 ,,,,
57713,USD,2860794 ,,,,
57714,USD,1013638 ,,,,
57715,,,,,,
57716,,,,,,
57717,USD,2209980 ,,,,
57718,,,,,,
57719,,,,,,
57720,USD,108601 ,,,,
57721,USD,5420 ,,,,
57722,,,,,,
57723,USD,18387 ,,,,
57724,,,,,,
57725,,,,,,
57726,,,,,,
57727,,,,,,
57728,,,,,,
57729,USD,482902 ,,,,
57730,,,,,,
57731,,,,,,
57732,,,,,,
57733,USD,66656 ,,,,
57734,,,,,,
57735,USD,17376 ,,,,
57736,USD,434493 ,,,,
57737,,,,,,
57738,USD,9378807 ,,,,
57739,,,,,,
57740,,,,,,
57741,USD,3868090 ,,,,
57742,,,,,,
57743,,,,,,
57744,,,,,,
57745,,,,,,
57746,,,,,,
57747,,,,,,
57748,,,,,,
57749,,,,,,
57750,,,,,,
57751,,,,,,
57752,,,,,,
57753,USD,83840 ,,,,
57754,USD,205877 ,,,,
57755,,,,,,
57756,,,,,,
57757,,,,,,
57758,,,,,,
57759,,,,,,
57760,,,,,,
57761,USD,155997 ,,,,
57762,,,,,,
57763,USD,656112 ,,,,
57764,,,,,,
57765,,,,,,
57766,,,,,,
57767,,,,,,
57768,USD,103704 ,,,,
57769,USD,73565 ,,,,
57770,,,,,,
57771,,,,,,
57772,USD,103694 ,,,,
57773,,,,,,
57774,USD,4103 ,,,,
57775,,,,,,
57776,,,,,,
57777,,,,,,
57778,USD,29302 ,,,,
57779,,,,,,
57780,,,,,,
57781,,,,,,
57782,,,,,,
57783,,,,,,
57784,USD,6005497 ,,,,
57785,,,,,,
57786,USD,1827125 ,,,,
57787,,,,,,
57788,,,,,,
57789,USD,334136 ,,,,
57790,,,,,,
57791,,,,,,
57792,,,,,,
57793,USD,198457 ,,,,
57794,,,,,,
57795,,,,,,
57796,,,,,,
57797,,,,,,
57798,USD,99895 ,,,,
57799,USD,2549834 ,,,,
57800,,,,,,
57801,,,,,,
57802,,,,,,
57803,USD,524286 ,,,,
57804,,,,,,
57805,,,,,,
57806,USD,1065895 ,,,,
57807,,,,,,
57808,USD,13525 ,,,,
57809,,,,,,
57810,,,,,,
57811,,,,,,
57812,,,,,,
57813,,,,,,
57814,USD,1221230 ,,,,
57815,USD,20795 ,,,,
57816,USD,349995 ,,,,
57817,,,,,,
57818,,,,,,
57819,,,,,,
57820,,,,,,
57821,,,,,,
57822,,,,,,
57823,,,,,,
57824,,,,,,
57825,USD,273513 ,,,,
57826,,,,,,
57827,,,,,,
57828,USD,1567189 ,,,,
57829,,,,,,
57830,USD,146743 ,,,,
57831,,,,,,
57832,,,,,,
57833,USD,777367 ,,,,
57834,USD,4649322 ,,,,
57835,,,,,,
57836,,,,,,
57837,,,,,,
57838,,,,,,
57839,USD,1481789 ,,,,
57840,,,,,,
57841,,,,,,
57842,,,,,,
57843,,,,,,
57844,,,,,,
57845,,,,,,
57846,USD,5584429 ,,,,
57847,,,,,,
57848,USD,35920 ,,,,
57849,,,,,,
57850,,,,,,
57851,,,,,,
57852,,,,,,
57853,,,,,,
57854,,,,,,
57855,,,,,,
57856,USD,6558851 ,,,,
57857,,,,,,
57858,,,,,,
57859,,,,,,
57860,USD,24849 ,,,,
57861,,,,,,
57862,,,,,,
57863,USD,841761 ,,,,
57864,,,,,,
57865,,,,,,
57866,,,,,,
57867,,,,,,
57868,,,,,,
57869,,,,,,
57870,,,,,,
57871,USD,228612367 ,,,,
57872,,,,,,
57873,,,,,,
57874,USD,660193 ,,,,
57875,,,,,,
57876,USD,1501063 ,,,,
57877,,,,,,
57878,,,,,,
57879,,,,,,
57880,,,,,,
57881,,,,,,
57882,USD,105414 ,,,,
57883,,,,,,
57884,,,,,,
57885,,,,,,
57886,,,,,,
57887,,,,,,
57888,,,,,,
57889,USD,18720 ,,,,
57890,USD,1069772 ,,,,
57891,USD,27343 ,,,,
57892,,,,,,
57893,USD,422048 ,,,,
57894,,,,,,
57895,,,,,,
57896,,,,,,
57897,USD,16858 ,,,,
57898,,,,,,
57899,,,,,,
57900,,,,,,
57901,,,,,,
57902,USD,85024 ,,,,
57903,USD,204498 ,,,,
57904,USD,27495 ,,,,
57905,,,,,,
57906,,,,,,
57907,,,,,,
57908,,,,,,
57909,USD,46512 ,,,,
57910,USD,24769 ,,,,
57911,,,,,,
57912,,,,,,
57913,,,,,,
57914,,,,,,
57915,USD,86679 ,,,,
57916,USD,534860 ,,,,
57917,,,,,,
57918,,,,,,
57919,,,,,,
57920,,,,,,
57921,,,,,,
57922,,,,,,
57923,USD,19590 ,,,,
57924,USD,302506 ,,,,
57925,,,,,,
57926,USD,154677 ,,,,
57927,,,,,,
57928,USD,85604 ,,,,
57929,,,,,,
57930,,,,,,
57931,,,,,,
57932,USD,14378 ,,,,
57933,USD,351172 ,,,,
57934,USD,1665483 ,,,,
57935,,,,,,
57936,USD,266718 ,,,,
57937,,,,,,
57938,,,,,,
57939,USD,17337 ,,,,
57940,,,,,,
57941,,,,,,
57942,,,,,,
57943,,,,,,
57944,USD,3084771 ,,,,
57945,USD,300981 ,,,,
57946,,,,,,
57947,,,,,,
57948,,,,,,
57949,,,,,,
57950,,,,,,
57951,,,,,,
57952,,,,,,
57953,,,,,,
57954,,,,,,
57955,,,,,,
57956,,,,,,
57957,,,,,,
57958,,,,,,
57959,,,,,,
57960,,,,,,
57961,,,,,,
57962,,,,,,
57963,USD,71353 ,,,,
57964,,,,,,
57965,,,,,,
57966,USD,2637268 ,,,,
57967,,,,,,
57968,USD,6017161 ,,,,
57969,USD,100838 ,,,,
57970,,,,,,
57971,,,,,,
57972,INR,23800000,,,,
57973,USD,277428 ,,,,
57974,,,,,,
57975,,,,,,
57976,,,,,,
57977,,,,,,
57978,,,,,,
57979,,,,,,
57980,,,,,,
57981,,,,,,
57982,,,,,,
57983,USD,831286 ,,,,
57984,,,,,,
57985,USD,620920 ,,,,
57986,,,,,,
57987,,,,,,
57988,,,,,,
57989,USD,2454280 ,,,,
57990,,,,,,
57991,,,,,,
57992,,,,,,
57993,USD,399375 ,,,,
57994,,,,,,
57995,USD,48830 ,,,,
57996,,,,,,
57997,,,,,,
57998,,,,,,
57999,,,,,,
58000,,,,,,
58001,,,,,,
58002,,,,,,
58003,USD,649098 ,,,,
58004,,,,,,
58005,,,,,,
58006,,,,,,
58007,,,,,,
58008,,,,,,
58009,,,,,,
58010,USD,220704 ,,,,
58011,,,,,,
58012,,,,,,
58013,,,,,,
58014,USD,10539779 ,,,,
58015,,,,,,
58016,USD,307138 ,,,,
58017,USD,113759 ,,,,
58018,,,,,,
58019,USD,77586 ,,,,
58020,USD,479160 ,,,,
58021,,,,,,
58022,,,,,,
58023,,,,,,
58024,,,,,,
58025,,,,,,
58026,,,,,,
58027,,,,,,
58028,USD,847646 ,,,,
58029,,,,,,
58030,,,,,,
58031,,,,,,
58032,,,,,,
58033,,,,,,
58034,,,,,,
58035,,,,,,
58036,USD,839943 ,,,,
58037,,,,,,
58038,INR,18000000,,,,
58039,USD,21784403 ,,,,
58040,,,,,,
58041,,,,,,
58042,,,,,,
58043,,,,,,
58044,,,,,,
58045,USD,2421304 ,,,,
58046,,,,,,
58047,,,,,,
58048,USD,1790131 ,,,,
58049,,,,,,
58050,USD,1691811 ,,,,
58051,USD,6394240 ,,,,
58052,USD,1158912 ,,,,
58053,,,,,,
58054,,,,,,
58055,,,,,,
58056,,,,,,
58057,,,,,,
58058,,,,,,
58059,,,,,,
58060,,,,,,
58061,,,,,,
58062,,,,,,
58063,,,,,,
58064,,,,,,
58065,USD,7963 ,,,,
58066,,,,,,
58067,,,,,,
58068,,,,,,
58069,USD,1155954 ,,,,
58070,,,,,,
58071,,,,,,
58072,,,,,,
58073,USD,13500 ,,,,
58074,USD,196724 ,,,,
58075,,,,,,
58076,USD,1192335 ,,,,
58077,USD,1764411 ,,,,
58078,USD,7680210 ,,,,
58079,USD,30789 ,,,,
58080,USD,598131 ,,,,
58081,USD,1110634 ,,,,
58082,USD,309740 ,,,,
58083,,,,,,
58084,,,,,,
58085,,,,,,
58086,,,,,,
58087,,,,,,
58088,,,,,,
58089,USD,312790 ,,,,
58090,,,,,,
58091,USD,19225 ,,,,
58092,,,,,,
58093,,,,,,
58094,,,,,,
58095,,,,,,
58096,USD,72303 ,,,,
58097,,,,,,
58098,,,,,,
58099,,,,,,
58100,USD,33433 ,,,,
58101,,,,,,
58102,,,,,,
58103,,,,,,
58104,USD,833714 ,,,,
58105,,,,,,
58106,USD,2625603 ,,,,
58107,,,,,,
58108,,,,,,
58109,,,,,,
58110,USD,74437 ,,,,
58111,,,,,,
58112,,,,,,
58113,,,,,,
58114,,,,,,
58115,,,,,,
58116,USD,150198 ,,,,
58117,USD,601039 ,,,,
58118,USD,1202146 ,,,,
58119,USD,1054344 ,,,,
58120,,,,,,
58121,,,,,,
58122,,,,,,
58123,USD,34843 ,,,,
58124,USD,1071748 ,,,,
58125,,,,,,
58126,,,,,,
58127,,,,,,
58128,,,,,,
58129,,,,,,
58130,,,,,,
58131,,,,,,
58132,USD,159069 ,,,,
58133,,,,,,
58134,,,,,,
58135,,,,,,
58136,USD,1483384 ,,,,
58137,,,,,,
58138,,,,,,
58139,,,,,,
58140,,,,,,
58141,USD,41726 ,,,,
58142,USD,1008622 ,,,,
58143,USD,9230 ,,,,
58144,,,,,,
58145,,,,,,
58146,,,,,,
58147,,,,,,
58148,USD,1052738 ,,,,
58149,,,,,,
58150,USD,2038842 ,,,,
58151,,,,,,
58152,USD,22288364 ,,,,
58153,,,,,,
58154,,,,,,
58155,,,,,,
58156,USD,975881 ,,,,
58157,USD,125278 ,,,,
58158,,,,,,
58159,,,,,,
58160,,,,,,
58161,,,,,,
58162,USD,2108596 ,,,,
58163,,,,,,
58164,USD,953308 ,,,,
58165,,,,,,
58166,,,,,,
58167,,,,,,
58168,,,,,,
58169,,,,,,
58170,,,,,,
58171,,,,,,
58172,USD,8385395 ,,,,
58173,,,,,,
58174,,,,,,
58175,,,,,,
58176,USD,480671 ,,,,
58177,USD,381162 ,,,,
58178,,,,,,
58179,,,,,,
58180,,,,,,
58181,,,,,,
58182,USD,68300 ,,,,
58183,USD,1550273 ,,,,
58184,,,,,,
58185,USD,109202 ,,,,
58186,,,,,,
58187,,,,,,
58188,USD,1939052 ,,,,
58189,,,,,,
58190,,,,,,
58191,USD,1277521 ,,,,
58192,USD,61583 ,,,,
58193,,,,,,
58194,,,,,,
58195,USD,196200 ,,,,
58196,,,,,,
58197,USD,1051138 ,,,,
58198,,,,,,
58199,,,,,,
58200,,,,,,
58201,,,,,,
58202,,,,,,
58203,,,,,,
58204,,,,,,
58205,,,,,,
58206,USD,790941 ,,,,
58207,,,,,,
58208,,,,,,
58209,,,,,,
58210,,,,,,
58211,,,,,,
58212,,,,,,
58213,,,,,,
58214,USD,815731 ,,,,
58215,USD,8271113 ,,,,
58216,,,,,,
58217,,,,,,
58218,,,,,,
58219,,,,,,
58220,USD,72060 ,,,,
58221,,,,,,
58222,,,,,,
58223,,,,,,
58224,,,,,,
58225,USD,171672 ,,,,
58226,,,,,,
58227,,,,,,
58228,,,,,,
58229,,,,,,
58230,,,,,,
58231,,,,,,
58232,,,,,,
58233,,,,,,
58234,,,,,,
58235,,,,,,
58236,USD,97473 ,,,,
58237,,,,,,
58238,USD,91972 ,,,,
58239,,,,,,
58240,,,,,,
58241,,,,,,
58242,,,,,,
58243,USD,85323 ,,,,
58244,USD,64547 ,,,,
58245,,,,,,
58246,,,,,,
58247,,,,,,
58248,,,,,,
58249,,,,,,
58250,USD,17797711 ,,,,
58251,,,,,,
58252,,,,,,
58253,,,,,,
58254,,,,,,
58255,,,,,,
58256,USD,100500 ,,,,
58257,,,,,,
58258,,,,,,
58259,,,,,,
58260,,,,,,
58261,,,,,,
58262,,,,,,
58263,,,,,,
58264,,,,,,
58265,USD,100497 ,,,,
58266,,,,,,
58267,,,,,,
58268,,,,,,
58269,,,,,,
58270,USD,1459908 ,,,,
58271,USD,11702775 ,,,,
58272,,,,,,
58273,,,,,,
58274,,,,,,
58275,,,,,,
58276,,,,,,
58277,USD,1208002 ,,,,
58278,,,,,,
58279,USD,4086108 ,,,,
58280,,,,,,
58281,,,,,,
58282,USD,3590 ,,,,
58283,,,,,,
58284,,,,,,
58285,,,,,,
58286,,,,,,
58287,,,,,,
58288,,,,,,
58289,,,,,,
58290,,,,,,
58291,,,,,,
58292,,,,,,
58293,,,,,,
58294,USD,8516629 ,,,,
58295,,,,,,
58296,USD,41176 ,,,,
58297,,,,,,
58298,,,,,,
58299,,,,,,
58300,,,,,,
58301,,,,,,
58302,USD,6876 ,,,,
58303,USD,244922 ,,,,
58304,,,,,,
58305,USD,151755 ,,,,
58306,,,,,,
58307,,,,,,
58308,,,,,,
58309,USD,105778 ,,,,
58310,,,,,,
58311,USD,128016 ,,,,
58312,,,,,,
58313,,,,,,
58314,,,,,,
58315,,,,,,
58316,,,,,,
58317,,,,,,
58318,USD,607104 ,,,,
58319,,,,,,
58320,,,,,,
58321,,,,,,
58322,USD,40747 ,,,,
58323,,,,,,
58324,,,,,,
58325,,,,,,
58326,USD,18762 ,,,,
58327,,,,,,
58328,,,,,,
58329,,,,,,
58330,USD,1310652 ,,,,
58331,,,,,,
58332,USD,33602 ,,,,
58333,USD,4372174 ,,,,
58334,USD,2846985 ,,,,
58335,,,,,,
58336,,,,,,
58337,,,,,,
58338,USD,19430 ,,,,
58339,USD,2168648 ,,,,
58340,USD,855552 ,,,,
58341,,,,,,
58342,,,,,,
58343,,,,,,
58344,,,,,,
58345,USD,1336199 ,,,,
58346,,,,,,
58347,USD,1873798 ,,,,
58348,USD,530191 ,,,,
58349,USD,66543 ,,,,
58350,USD,20344 ,,,,
58351,USD,246641 ,,,,
58352,,,,,,
58353,USD,440634 ,,,,
58354,,,,,,
58355,,,,,,
58356,,,,,,
58357,,,,,,
58358,USD,2279 ,,,,
58359,,,,,,
58360,USD,345478 ,,,,
58361,,,,,,
58362,,,,,,
58363,,,,,,
58364,USD,783544 ,,,,
58365,,,,,,
58366,,,,,,
58367,,,,,,
58368,,,,,,
58369,USD,78162 ,,,,
58370,USD,607329 ,,,,
58371,,,,,,
58372,,,,,,
58373,,,,,,
58374,,,,,,
58375,,,,,,
58376,,,,,,
58377,USD,697398 ,,,,
58378,USD,2146843 ,,,,
58379,USD,16706 ,,,,
58380,,,,,,
58381,,,,,,
58382,USD,1369680 ,,,,
58383,USD,2115251 ,,,,
58384,,,,,,
58385,,,,,,
58386,,,,,,
58387,,,,,,
58388,,,,,,
58389,,,,,,
58390,,,,,,
58391,USD,3374696 ,,,,
58392,USD,5485 ,,,,
58393,USD,1917 ,,,,
58394,USD,1422008 ,,,,
58395,USD,2442863 ,,,,
58396,,,,,,
58397,USD,2129092 ,,,,
58398,USD,13936317 ,,,,
58399,USD,78340 ,,,,
58400,USD,2596774 ,,,,
58401,USD,9837044 ,,,,
58402,USD,23915279 ,,,,
58403,,,,,,
58404,,,,,,
58405,,,,,,
58406,,,,,,
58407,,,,,,
58408,,,,,,
58409,,,,,,
58410,,,,,,
58411,,,,,,
58412,,,,,,
58413,,,,,,
58414,,,,,,
58415,,,,,,
58416,USD,39 ,,,,
58417,,,,,,
58418,USD,2629524 ,,,,
58419,,,,,,
58420,,,,,,
58421,,,,,,
58422,,,,,,
58423,USD,83029 ,,,,
58424,USD,30680 ,,,,
58425,,,,,,
58426,,,,,,
58427,USD,1708 ,,,,
58428,,,,,,
58429,,,,,,
58430,USD,508304 ,,,,
58431,USD,1036580 ,,,,
58432,USD,515271 ,,,,
58433,,,,,,
58434,,,,,,
58435,USD,4234653 ,,,,
58436,,,,,,
58437,USD,15538 ,,,,
58438,USD,11289473 ,,,,
58439,,,,,,
58440,USD,351410 ,,,,
58441,USD,358355 ,,,,
58442,,,,,,
58443,,,,,,
58444,,,,,,
58445,,,,,,
58446,,,,,,
58447,,,,,,
58448,,,,,,
58449,,,,,,
58450,,,,,,
58451,,,,,,
58452,,,,,,
58453,,,,,,
58454,,,,,,
58455,,,,,,
58456,USD,4537451 ,,,,
58457,,,,,,
58458,USD,550269 ,,,,
58459,USD,3277901 ,,,,
58460,USD,23039985 ,,,,
58461,,,,,,
58462,,,,,,
58463,,,,,,
58464,USD,2097923 ,,,,
58465,,,,,,
58466,,,,,,
58467,,,,,,
58468,USD,334501 ,,,,
58469,,,,,,
58470,USD,3547294 ,,,,
58471,USD,12431 ,,,,
58472,,,,,,
58473,USD,1660675 ,,,,
58474,,,,,,
58475,,,,,,
58476,,,,,,
58477,,,,,,
58478,,,,,,
58479,,,,,,
58480,USD,916335 ,,,,
58481,,,,,,
58482,USD,1704492 ,,,,
58483,USD,10011 ,,,,
58484,USD,299518 ,,,,
58485,USD,61039 ,,,,
58486,USD,33731 ,,,,
58487,,,,,,
58488,,,,,,
58489,,,,,,
58490,USD,527834 ,,,,
58491,,,,,,
58492,,,,,,
58493,USD,3139929 ,,,,
58494,,,,,,
58495,USD,604071 ,,,,
58496,,,,,,
58497,,,,,,
58498,USD,4042246 ,,,,
58499,USD,42888 ,,,,
58500,,,,,,
58501,,,,,,
58502,,,,,,
58503,USD,1957051 ,,,,
58504,,,,,,
58505,,,,,,
58506,,,,,,
58507,,,,,,
58508,,,,,,
58509,,,,,,
58510,,,,,,
58511,,,,,,
58512,,,,,,
58513,USD,120312 ,,,,
58514,USD,297200 ,,,,
58515,,,,,,
58516,,,,,,
58517,,,,,,
58518,,,,,,
58519,,,,,,
58520,USD,523510 ,,,,
58521,,,,,,
58522,,,,,,
58523,USD,997715 ,,,,
58524,USD,7582367 ,,,,
58525,,,,,,
58526,USD,17896209 ,,,,
58527,,,,,,
58528,,,,,,
58529,,,,,,
58530,,,,,,
58531,USD,4641294 ,,,,
58532,,,,,,
58533,,,,,,
58534,USD,704260 ,,,,
58535,,,,,,
58536,,,,,,
58537,,,,,,
58538,USD,8755325 ,,,,
58539,USD,527880 ,,,,
58540,,,,,,
58541,,,,,,
58542,,,,,,
58543,,,,,,
58544,USD,569830 ,,,,
58545,,,,,,
58546,,,,,,
58547,,,,,,
58548,USD,1188894 ,,,,
58549,,,,,,
58550,,,,,,
58551,USD,3535969 ,,,,
58552,,,,,,
58553,,,,,,
58554,,,,,,
58555,,,,,,
58556,,,,,,
58557,,,,,,
58558,,,,,,
58559,,,,,,
58560,,,,,,
58561,,,,,,
58562,,,,,,
58563,,,,,,
58564,USD,36530 ,,,,
58565,,,,,,
58566,,,,,,
58567,,,,,,
58568,USD,804054 ,,,,
58569,USD,7020 ,,,,
58570,,,,,,
58571,USD,5577935 ,,,,
58572,USD,463157 ,,,,
58573,USD,3804916 ,,,,
58574,,,,,,
58575,,,,,,
58576,,,,,,
58577,,,,,,
58578,USD,8132397 ,,,,
58579,,,,,,
58580,USD,5127899 ,,,,
58581,USD,169988 ,,,,
58582,,,,,,
