,worldwide_gross_income_currency,worldwide_gross_income,usa_gross_income_currency,usa_gross_income,budget_currency,budget
2441,USD,42318 ,USD,32645 ,CAD,750000
2442,USD,41131 ,USD,32645 ,USD,500000 
2443,USD,7949963 ,USD,32686 ,EUR,21740000
2444,USD,32712 ,USD,32712 ,,
2445,USD,385284817 ,USD,32766 ,,
2446,USD,5739384 ,USD,32771 ,,
2447,USD,32788 ,USD,32788 ,USD,3000000 
2448,USD,267402 ,USD,32799 ,,
2449,USD,32833 ,USD,32833 ,,
2450,USD,97195 ,USD,32846 ,GBP,316000
2451,USD,1037505 ,USD,32869 ,USD,6500000 
2452,,,USD,32898 ,,
2453,USD,4395707 ,USD,32917 ,USD,25000000 
2454,USD,32919 ,USD,32919 ,,
2455,USD,38403 ,USD,33036 ,USD,5000 
2456,USD,33042 ,USD,33042 ,USD,5000000 
2457,USD,33060 ,USD,33060 ,,
2458,USD,42451 ,USD,33098 ,,
2459,USD,33109 ,USD,33109 ,,
2460,USD,1205598 ,USD,33125 ,,
2461,USD,33131 ,USD,33131 ,,
2462,USD,97522 ,USD,33190 ,USD,5000000 
2463,USD,164536 ,USD,33216 ,,
2464,USD,53457 ,USD,33223 ,,
2465,USD,291239 ,USD,33232 ,,
2466,USD,33236 ,USD,33236 ,USD,1000000 
2467,USD,405380 ,USD,33245 ,USD,650000 
2468,USD,476630 ,USD,33256 ,USD,850000 
2469,USD,2084628 ,USD,33258 ,USD,16000000 
2470,USD,65383 ,USD,33272 ,,
2471,USD,33402 ,USD,33402 ,USD,100000 
2472,USD,1032768 ,USD,33443 ,,
2473,USD,33455 ,USD,33455 ,,
2474,USD,38696 ,USD,33490 ,USD,2400000 
2475,USD,826323 ,USD,33531 ,,
2476,USD,33543 ,USD,33543 ,,
2477,USD,2014162 ,USD,33545 ,,
2478,USD,33725 ,USD,33725 ,USD,1600000 
2479,USD,33745 ,USD,33745 ,,
2480,USD,33779 ,USD,33779 ,AUD,10500000
2481,USD,33817 ,USD,33817 ,,
2482,USD,469701 ,USD,33821 ,,
2483,USD,33842 ,USD,33842 ,,
2484,USD,33901 ,USD,33901 ,USD,150000 
2485,USD,68568 ,USD,33941 ,,
2486,USD,1717349 ,USD,34014 ,,
2487,USD,34068 ,USD,34068 ,USD,1000000 
2488,USD,34117 ,USD,34117 ,,
2489,USD,7733048 ,USD,34135 ,,
2490,USD,5543036 ,USD,34193 ,AUD,3992880
2491,USD,34222 ,USD,34222 ,,
2492,USD,34236 ,USD,34236 ,,
2493,USD,95860 ,USD,34282 ,EUR,2472000
2494,USD,22819702 ,USD,34327 ,,
2495,USD,221016 ,USD,34362 ,,
2496,USD,48082 ,USD,34404 ,,
2497,,,USD,34410 ,,
2498,USD,8373672 ,USD,34411 ,USD,5000000 
2499,USD,5290748 ,USD,34424 ,,
2500,USD,6168617 ,USD,34471 ,,
2501,USD,37045 ,USD,34482 ,,
2502,USD,345365 ,USD,34506 ,,
2503,USD,34510 ,USD,34510 ,,
2504,USD,871240 ,USD,34525 ,,
2505,USD,953041 ,USD,34570 ,,
2506,USD,34588 ,USD,34588 ,,
2507,USD,34630 ,USD,34630 ,,
2508,USD,3130937 ,USD,34634 ,,
2509,USD,34646 ,USD,34646 ,USD,300000 
2510,USD,29034559 ,USD,34657 ,,
2511,USD,607595 ,USD,34694 ,USD,8000000 
2512,USD,34768 ,USD,34768 ,,
2513,USD,358486 ,USD,34787 ,,
2514,USD,146937 ,USD,34793 ,,
2515,USD,34812 ,USD,34812 ,,
2516,USD,34835 ,USD,34835 ,,
2517,USD,34857 ,USD,34857 ,,
2518,USD,24817852 ,USD,34866 ,USD,5000000 
2519,,,USD,34891 ,,
2520,USD,35000 ,USD,35000 ,,
2521,USD,1610897 ,USD,35000 ,,
2522,USD,35048 ,USD,35048 ,,
2523,USD,381901 ,USD,35067 ,USD,8500000 
2524,USD,35100 ,USD,35100 ,,
2525,USD,1029643 ,USD,35120 ,,
2526,USD,35144 ,USD,35144 ,,
2527,USD,35154 ,USD,35154 ,,
2528,USD,35200 ,USD,35200 ,,
2529,USD,35271 ,USD,35271 ,USD,2500000 
2530,USD,660355 ,USD,35296 ,EUR,3200000
2531,USD,35312 ,USD,35312 ,USD,2000000 
2532,USD,35321 ,USD,35321 ,,
2533,USD,3778938 ,USD,35322 ,EUR,4800000
2534,USD,35412 ,USD,35412 ,USD,400000 
2535,USD,35489 ,USD,35489 ,,
2536,USD,35554 ,USD,35554 ,,
2537,USD,35556 ,USD,35556 ,USD,60000 
2538,USD,35566 ,USD,35566 ,,
2539,USD,35613 ,USD,35613 ,,
2540,USD,41010 ,USD,35630 ,USD,1500000 
2541,USD,35688 ,USD,35688 ,USD,2500000 
2542,USD,34484837 ,USD,35730 ,USD,18 
2543,USD,35784 ,USD,35784 ,EUR,1400000
2544,USD,19030780 ,USD,35787 ,USD,3000000 
2545,USD,35821 ,USD,35821 ,,
2546,USD,35855 ,USD,35855 ,,
2547,USD,88025781 ,USD,36000 ,GBP,3500000
2548,USD,84447 ,USD,36006 ,USD,12000000 
2549,USD,1551163 ,USD,36012 ,,
2550,USD,36026 ,USD,36026 ,USD,800000 
2551,USD,36039 ,USD,36039 ,,
2552,USD,36089 ,USD,36089 ,,
2553,USD,36099 ,USD,36099 ,,
2554,USD,36106 ,USD,36106 ,,
2555,USD,36128 ,USD,36128 ,,
2556,USD,52289 ,USD,36136 ,EUR,12000000
2557,USD,284065 ,USD,36190 ,,
2558,USD,156432 ,USD,36205 ,EUR,1800000
2559,USD,433112 ,USD,36233 ,,
2560,USD,5567103 ,USD,36336 ,USD,2500000 
2561,USD,36416 ,USD,36416 ,USD,1650000 
2562,USD,38002 ,USD,36438 ,,
2563,USD,107368 ,USD,36444 ,,
2564,USD,36463 ,USD,36463 ,,
2565,USD,1553195 ,USD,36486 ,,
2566,USD,36488 ,USD,36488 ,,
2567,USD,435759 ,USD,36533 ,,
2568,USD,162862 ,USD,36549 ,,
2569,USD,408680 ,USD,36578 ,AUD,3000000
2570,USD,2482072 ,USD,36594 ,,
2571,USD,55903 ,USD,36608 ,,
2572,USD,36613 ,USD,36613 ,,
2573,,,USD,36666 ,,
2574,USD,36676 ,USD,36676 ,,
2575,USD,36689 ,USD,36689 ,,
2576,USD,36786 ,USD,36786 ,,
2577,USD,285060 ,USD,36804 ,USD,6000000 
2578,USD,280777 ,USD,36849 ,USD,30000000 
2579,USD,36856 ,USD,36856 ,,
2580,USD,36875 ,USD,36875 ,CAD,30000
2581,USD,36885 ,USD,36885 ,,
2582,USD,36890 ,USD,36890 ,,
2583,USD,12671109 ,USD,36895 ,USD,20000000 
2584,USD,42781 ,USD,36986 ,,
2585,USD,36992 ,USD,36992 ,USD,5000000 
2586,USD,1199877 ,USD,37031 ,,
2587,USD,3593480 ,USD,37047 ,,
2588,USD,37072 ,USD,37072 ,,
2589,USD,37092 ,USD,37092 ,,
2590,USD,3322479 ,USD,37108 ,,
2591,USD,7362730 ,USD,37108 ,,
2592,USD,10265819 ,USD,37115 ,,
2593,USD,6782571 ,USD,37134 ,,
2594,USD,462875 ,USD,37151 ,,
2595,USD,2783332 ,USD,37189 ,EUR,18000000
2596,USD,37227 ,USD,37227 ,,
2597,USD,37240 ,USD,37240 ,USD,5000000 
2598,,,USD,37280 ,,
2599,USD,79238 ,USD,37283 ,,
2600,USD,2182855 ,USD,37285 ,,
2601,USD,37466 ,USD,37466 ,,
2602,USD,1187477 ,USD,37473 ,NOK,35000000
2603,USD,37484 ,USD,37484 ,,
2604,USD,429159 ,USD,37489 ,,
2605,USD,37493 ,USD,37493 ,USD,1400000 
2606,USD,37516 ,USD,37516 ,,
2607,,,USD,37536 ,,
2608,,,USD,37598 ,,
2609,USD,37621 ,USD,37621 ,,
2610,USD,895944 ,USD,37626 ,,
2611,USD,1851776 ,USD,37743 ,,
2612,USD,860094 ,USD,37757 ,EUR,15920000
2613,USD,1309818 ,USD,37766 ,,
2614,USD,37795 ,USD,37795 ,,
2615,,,USD,37831 ,,
2616,USD,3967001 ,USD,37884 ,,
2617,USD,37895 ,USD,37895 ,,
2618,USD,38034 ,USD,38034 ,,
2619,USD,305006 ,USD,38106 ,,
2620,USD,8043781 ,USD,38147 ,,
2621,,,USD,38170 ,,
2622,USD,38181 ,USD,38181 ,,
2623,USD,179807 ,USD,38263 ,,
2624,USD,38268 ,USD,38268 ,,
2625,USD,38399 ,USD,38399 ,BRL,500000
2626,USD,129818 ,USD,38399 ,,
2627,,,USD,38442 ,,
2628,USD,312757 ,USD,38493 ,,
2629,USD,38578 ,USD,38578 ,,
2630,USD,1059092 ,USD,38605 ,,
2631,USD,38610 ,USD,38610 ,,
2632,USD,1156765 ,USD,38674 ,,
2633,USD,4410339 ,USD,38737 ,,
2634,USD,38738 ,USD,38738 ,,
2635,USD,52366 ,USD,38786 ,EUR,1000000
2636,USD,38805 ,USD,38805 ,,
2637,USD,1572040 ,USD,38898 ,USD,8000000 
2638,USD,38901 ,USD,38901 ,GBP,1000000
2639,USD,174758 ,USD,38922 ,,
2640,USD,39001 ,USD,39001 ,,
2641,USD,39003 ,USD,39003 ,,
2642,USD,39003 ,USD,39003 ,,
2643,USD,294245 ,USD,39033 ,,
2644,,,USD,39036 ,,
2645,USD,553198 ,USD,39127 ,USD,2600000 
2646,,,USD,39129 ,,
2647,USD,124279 ,USD,39185 ,,
2648,USD,1378139 ,USD,39200 ,,
2649,USD,39236 ,USD,39236 ,,
2650,USD,73351 ,USD,39291 ,,
2651,USD,39324 ,USD,39324 ,,
2652,USD,50832 ,USD,39371 ,,
2653,USD,39437 ,USD,39437 ,,
2654,,,USD,39481 ,,
2655,USD,40945 ,USD,39576 ,,
2656,USD,945991 ,USD,39622 ,EUR,4635000
2657,USD,113269 ,USD,39683 ,,
2658,USD,1071322 ,USD,39881 ,,
2659,USD,39891 ,USD,39891 ,,
2660,USD,39928 ,USD,39928 ,,
2661,USD,39962 ,USD,39962 ,,
2662,USD,39985 ,USD,39985 ,,
2663,,,USD,40000 ,,
2664,USD,895334 ,USD,40029 ,,
2665,USD,40099 ,USD,40099 ,,
2666,USD,40124 ,USD,40124 ,,
2667,USD,40158 ,USD,40158 ,,
2668,,,USD,40254 ,,
2669,USD,161619 ,USD,40294 ,,
2670,,,USD,40300 ,,
2671,USD,40311 ,USD,40311 ,,
2672,USD,3605671 ,USD,40349 ,,
2673,USD,40361 ,USD,40361 ,USD,3000000 
2674,USD,40374 ,USD,40374 ,,
2675,USD,40397 ,USD,40397 ,USD,6000000 
2676,USD,40400 ,USD,40400 ,USD,5000000 
2677,USD,40450 ,USD,40450 ,,
2678,USD,411830 ,USD,40470 ,,
2679,,,USD,40500 ,,
2680,USD,40513 ,USD,40513 ,,
2681,USD,10551318 ,USD,40516 ,,
2682,USD,3218666 ,USD,40548 ,EUR,7000000
2683,USD,40557 ,USD,40557 ,USD,60000 
2684,USD,247949 ,USD,40598 ,USD,10000000 
2685,,,USD,40617 ,,
2686,USD,40645 ,USD,40645 ,USD,350000 
2687,USD,98240 ,USD,40685 ,,
2688,USD,40712 ,USD,40712 ,,
2689,,,USD,40717 ,,
2690,USD,40758 ,USD,40758 ,USD,500000 
2691,USD,9795470 ,USD,40796 ,,
2692,USD,40853 ,USD,40853 ,,
2693,USD,40861 ,USD,40861 ,,
2694,USD,58731 ,USD,40988 ,,
2695,USD,41000 ,USD,41000 ,USD,750000 
2696,USD,55269 ,USD,41014 ,,
2697,USD,41642 ,USD,41045 ,,
2698,USD,155215 ,USD,41072 ,EUR,1800000
2699,USD,41113 ,USD,41113 ,,
2700,USD,41131 ,USD,41131 ,,
2701,,,USD,41174 ,,
2702,USD,237579 ,USD,41196 ,AUD,1000000
2703,USD,41232 ,USD,41232 ,,
2704,USD,41284 ,USD,41284 ,,
2705,USD,155881 ,USD,41297 ,,
2706,USD,1977709 ,USD,41343 ,,
2707,,,USD,41378 ,,
2708,USD,691495 ,USD,41392 ,USD,10000000 
2709,USD,2079416 ,USD,41432 ,,
2710,USD,41526 ,USD,41526 ,,
2711,USD,60421 ,USD,41587 ,,
2712,USD,152178 ,USD,41614 ,,
2713,USD,41628 ,USD,41628 ,,
2714,USD,41703 ,USD,41703 ,,
2715,USD,6710522 ,USD,41803 ,,
2716,USD,41888 ,USD,41888 ,,
2717,USD,41914 ,USD,41914 ,,
2718,USD,104808 ,USD,41934 ,,
2719,USD,42108 ,USD,42108 ,,
2720,USD,42360 ,USD,42166 ,,
2721,USD,297469 ,USD,42172 ,,
2722,USD,779273 ,USD,42183 ,USD,8000000 
2723,,,USD,42202 ,,
2724,USD,1158695 ,USD,42297 ,,
2725,USD,177753 ,USD,42330 ,USD,8000000 
2726,USD,2415472 ,USD,42472 ,USD,25500000 
2727,USD,42534 ,USD,42534 ,,
2728,USD,42538 ,USD,42538 ,,
2729,USD,43682 ,USD,42603 ,USD,5000000 
2730,USD,78957 ,USD,42606 ,,
2731,USD,793068 ,USD,42741 ,,
2732,USD,42812 ,USD,42812 ,,
2733,,,USD,42884 ,,
2734,USD,42914 ,USD,42914 ,,
2735,USD,42914 ,USD,42914 ,,
2736,USD,281333 ,USD,42925 ,,
2737,USD,202966 ,USD,42937 ,,
2738,USD,42953 ,USD,42953 ,USD,300000 
2739,USD,57751 ,USD,43017 ,,
2740,USD,92820 ,USD,43040 ,,
2741,USD,43073 ,USD,43073 ,USD,300000 
2742,USD,8855737 ,USD,43144 ,,
2743,USD,44156 ,USD,43152 ,,
2744,USD,17519652 ,USD,43171 ,,
2745,USD,7211180 ,USD,43180 ,,
2746,USD,68583 ,USD,43403 ,,
2747,USD,1265949 ,USD,43417 ,,
2748,USD,848073 ,USD,43460 ,,
2749,,,USD,43511 ,,
2750,,,USD,43529 ,,
2751,USD,43595 ,USD,43595 ,CAD,3100000
2752,USD,43600 ,USD,43600 ,USD,8000000 
2753,USD,209715 ,USD,43635 ,,
2754,USD,43671 ,USD,43671 ,USD,4000000 
2755,USD,43712 ,USD,43712 ,USD,3600000 
2756,USD,43756 ,USD,43756 ,,
2757,USD,47289937 ,USD,43788 ,CNY,25000000
2758,USD,43805 ,USD,43805 ,USD,3600000 
2759,USD,104532 ,USD,43820 ,,
2760,USD,63137 ,USD,43839 ,,
2761,USD,43907 ,USD,43907 ,,
2762,USD,113164 ,USD,43922 ,,
2763,USD,43941 ,USD,43941 ,,
2764,USD,13526843 ,USD,43955 ,,
2765,USD,43961 ,USD,43961 ,,
2766,USD,44052 ,USD,44052 ,,
2767,USD,44133 ,USD,44133 ,,
2768,USD,2191131 ,USD,44156 ,,
2769,USD,44159 ,USD,44159 ,,
2770,USD,44231 ,USD,44231 ,,
2771,USD,658532 ,USD,44235 ,,
2772,USD,111523 ,USD,44256 ,,
2773,USD,2416628 ,USD,44261 ,,
2774,USD,6559996 ,USD,44263 ,KRW,0
2775,USD,44287 ,USD,44287 ,USD,215000 
2776,USD,14631377 ,USD,44348 ,,
2777,USD,44364 ,USD,44364 ,,
2778,USD,1067045 ,USD,44381 ,,
2779,USD,10610835 ,USD,44383 ,USD,4500000 
2780,USD,111350 ,USD,44391 ,,
2781,USD,44462 ,USD,44462 ,USD,3500000 
2782,,,USD,44531 ,,
2783,USD,44544 ,USD,44544 ,,
2784,USD,44722 ,USD,44722 ,,
2785,USD,8428636 ,USD,44745 ,,
2786,USD,321081 ,USD,44788 ,,
2787,USD,153985 ,USD,44806 ,,
2788,USD,44830 ,USD,44830 ,,
2789,USD,44840 ,USD,44840 ,,
2790,USD,44846 ,USD,44846 ,,
2791,USD,44852 ,USD,44852 ,,
2792,USD,1363964 ,USD,44903 ,EUR,10500000
2793,USD,132056 ,USD,44906 ,,
2794,USD,44947 ,USD,44947 ,,
2795,USD,5061387 ,USD,44995 ,,
2796,USD,44999 ,USD,44999 ,USD,1000000 
2797,USD,45000 ,USD,45000 ,USD,9000000 
2798,USD,45075 ,USD,45075 ,USD,747000 
2799,USD,84425 ,USD,45082 ,,
2800,USD,2105096 ,USD,45128 ,,
2801,USD,86872 ,USD,45148 ,USD,1000000 
2802,USD,354281 ,USD,45154 ,,
2803,USD,45200 ,USD,45200 ,,
2804,USD,2046061 ,USD,45289 ,USD,4000000 
2805,USD,210565 ,USD,45350 ,,
2806,USD,45380 ,USD,45380 ,,
2807,USD,85698 ,USD,45405 ,,
2808,USD,45406 ,USD,45406 ,,
2809,USD,45406 ,USD,45406 ,,
2810,USD,45410 ,USD,45410 ,,
2811,USD,615500 ,USD,45431 ,USD,2000000 
2812,USD,45436 ,USD,45436 ,,
2813,USD,957240 ,USD,45469 ,,
2814,USD,45497 ,USD,45497 ,,
2815,USD,1534391 ,USD,45502 ,,
2816,USD,54135 ,USD,45661 ,,
2817,USD,45696 ,USD,45696 ,USD,1200000 
2818,,,USD,45703 ,,
2819,USD,45724 ,USD,45724 ,USD,1000000 
2820,USD,2970609 ,USD,45759 ,,
2821,USD,59921 ,USD,45779 ,USD,10000000 
2822,USD,2615422 ,USD,45835 ,,
2823,USD,67427 ,USD,45878 ,,
2824,USD,1100432 ,USD,45895 ,,
2825,USD,106425 ,USD,46021 ,,
2826,USD,185699 ,USD,46026 ,,
2827,USD,46029 ,USD,46029 ,USD,3000000 
2828,USD,46041 ,USD,46041 ,,
2829,USD,46060 ,USD,46060 ,,
2830,USD,2053469 ,USD,46083 ,USD,8500000 
2831,USD,115112 ,USD,46296 ,USD,7100000 
2832,USD,400026 ,USD,46337 ,EUR,8000000
2833,USD,1547441 ,USD,46347 ,AUD,2500000
2834,USD,396090 ,USD,46352 ,,
2835,USD,46362 ,USD,46362 ,USD,4000000 
2836,USD,53534 ,USD,46375 ,,
2837,USD,51684 ,USD,46382 ,,
2838,USD,9245891 ,USD,46425 ,USD,50000000 
2839,USD,88327 ,USD,46437 ,,
2840,,,USD,46470 ,,
2841,USD,46488 ,USD,46488 ,USD,7000000 
2842,USD,564864 ,USD,46495 ,USD,14000000 
2843,USD,46509 ,USD,46509 ,USD,8000000 
2844,USD,46590 ,USD,46590 ,,
2845,USD,3739748 ,USD,46612 ,,
2846,USD,102225 ,USD,46654 ,,
2847,USD,14514765 ,USD,46714 ,EUR,12000000
2848,USD,77621 ,USD,46720 ,,
2849,USD,2166797 ,USD,46742 ,USD,800000 
2850,USD,46750 ,USD,46750 ,,
2851,USD,46808 ,USD,46808 ,USD,250000 
2852,USD,46808 ,USD,46808 ,,
2853,USD,46808 ,USD,46808 ,,
2854,USD,46808 ,USD,46808 ,,
2855,USD,46808 ,USD,46808 ,,
2856,USD,46808 ,USD,46808 ,,
2857,USD,46808 ,USD,46808 ,,
2858,USD,46808 ,USD,46808 ,,
2859,USD,55528 ,USD,46808 ,,
2860,USD,46808 ,USD,46808 ,,
2861,USD,46808 ,USD,46808 ,,
2862,USD,46874 ,USD,46874 ,,
2863,USD,123699 ,USD,46912 ,,
2864,USD,47000 ,USD,47000 ,,
2865,USD,47027 ,USD,47027 ,,
2866,USD,170324 ,USD,47071 ,,
2867,USD,47148 ,USD,47148 ,,
2868,USD,47214 ,USD,47214 ,,
2869,USD,47219 ,USD,47219 ,USD,35000 
2870,USD,47238 ,USD,47238 ,,
2871,USD,1137421 ,USD,47258 ,,
2872,USD,47262 ,USD,47262 ,,
2873,USD,47305 ,USD,47305 ,,
2874,USD,47370 ,USD,47370 ,USD,350000 
2875,USD,47627 ,USD,47627 ,,
2876,USD,47696 ,USD,47696 ,USD,220000 
2877,USD,13025034 ,USD,47748 ,EUR,10300000
2878,USD,13876251 ,USD,47771 ,,
2879,USD,1958291 ,USD,47806 ,,
2880,USD,73848 ,USD,47812 ,USD,10000000 
2881,USD,2035177 ,USD,47896 ,,
2882,USD,3464135 ,USD,47919 ,USD,8500000 
2883,USD,47986 ,USD,47986 ,USD,2400000 
2884,USD,1223155 ,USD,48000 ,,
2885,USD,48040 ,USD,48040 ,,
2886,USD,48058 ,USD,48058 ,USD,750000 
2887,USD,1176216 ,USD,48198 ,,
2888,USD,133982 ,USD,48324 ,,
2889,USD,48333 ,USD,48333 ,CAD,1000000
2890,USD,2728869 ,USD,48334 ,,
2891,USD,48381 ,USD,48381 ,,
2892,USD,60048 ,USD,48390 ,USD,2000000 
2893,USD,48482 ,USD,48482 ,USD,6000 
2894,USD,48499 ,USD,48499 ,,
2895,USD,3768967 ,USD,48541 ,EUR,5000000
2896,USD,60956 ,USD,48557 ,INR,50000000
2897,USD,68673762 ,USD,48658 ,,
2898,USD,810419 ,USD,48694 ,,
2899,USD,48713 ,USD,48713 ,,
2900,,,USD,48731 ,,
2901,USD,453708 ,USD,48764 ,USD,500000 
2902,USD,3137716 ,USD,48772 ,,
2903,USD,48782 ,USD,48782 ,,
2904,USD,48896 ,USD,48896 ,USD,1000000 
2905,USD,48911 ,USD,48911 ,,
2906,USD,48995 ,USD,48995 ,,
2907,USD,48996 ,USD,48996 ,USD,60000 
2908,USD,49000 ,USD,49000 ,GBP,1500000
2909,USD,156318 ,USD,49034 ,USD,6000000 
2910,USD,49048 ,USD,49048 ,USD,500000 
2911,USD,49136 ,USD,49136 ,USD,6000000 
2912,USD,59207 ,USD,49237 ,,
2913,USD,49254 ,USD,49254 ,,
2914,USD,586888 ,USD,49333 ,,
2915,,,USD,49349 ,,
2916,USD,49388 ,USD,49388 ,,
2917,USD,72434 ,USD,49466 ,,
2918,USD,281219 ,USD,49468 ,,
2919,,,USD,49472 ,,
2920,,,USD,49476 ,,
2921,USD,49480 ,USD,49480 ,,
2922,USD,49494 ,USD,49494 ,,
2923,USD,82361 ,USD,49582 ,AUD,440000
2924,,,USD,49601 ,,
2925,USD,49620 ,USD,49620 ,USD,2300000 
2926,USD,49666 ,USD,49666 ,USD,10000000 
2927,USD,97205 ,USD,49667 ,,
2928,USD,7674634 ,USD,49700 ,,
2929,USD,49880 ,USD,49880 ,USD,1800000 
2930,USD,73510 ,USD,49894 ,USD,7300000 
2931,USD,58585 ,USD,49918 ,,
2932,USD,49940 ,USD,49940 ,,
2933,USD,62665 ,USD,49957 ,,
2934,USD,49970 ,USD,49970 ,,
2935,USD,1910546 ,USD,49981 ,USD,24000000 
2936,USD,49988 ,USD,49988 ,,
2937,USD,50000 ,USD,50000 ,SEK,40000000
2938,USD,50004 ,USD,50004 ,,
2939,USD,50020 ,USD,50020 ,,
2940,USD,50039 ,USD,50039 ,,
2941,USD,5405885 ,USD,50057 ,,
2942,USD,50075 ,USD,50075 ,,
2943,USD,50090 ,USD,50090 ,USD,350000 
2944,USD,212228 ,USD,50105 ,,
2945,USD,160876 ,USD,50135 ,EUR,2000000
2946,USD,3777046 ,USD,50136 ,USD,8900000 
2947,USD,7550177 ,USD,50162 ,,
2948,USD,82392 ,USD,50203 ,EUR,900000
2949,USD,904446 ,USD,50251 ,EUR,4576591
2950,USD,336637 ,USD,50257 ,GBP,2500000
2951,USD,50257 ,USD,50257 ,,
2952,USD,14857808 ,USD,50269 ,USD,20000000 
2953,USD,152802 ,USD,50291 ,,
2954,USD,50292 ,USD,50292 ,,
2955,,,USD,50349 ,,
2956,USD,50367 ,USD,50367 ,USD,5500000 
2957,USD,50379 ,USD,50379 ,,
2958,USD,218164 ,USD,50394 ,AUD,800000
2959,USD,50400 ,USD,50400 ,USD,2500000 
2960,USD,1951821 ,USD,50425 ,CNY,150000000
2961,USD,26567249 ,USD,50433 ,,
2962,USD,1635458 ,USD,50469 ,,
2963,,,USD,50470 ,,
2964,USD,74714 ,USD,50511 ,,
2965,,,USD,50600 ,,
2966,,,USD,50652 ,,
2967,USD,2725258 ,USD,50659 ,USD,3800000 
2968,USD,1175579 ,USD,50715 ,USD,4000000 
2969,USD,229123 ,USD,50722 ,USD,12000000 
2970,USD,50785 ,USD,50785 ,,
2971,USD,50789 ,USD,50789 ,,
2972,USD,5715555 ,USD,50839 ,,
2973,USD,182462 ,USD,50868 ,,
2974,USD,1066141 ,USD,50899 ,USD,2000000 
2975,USD,50935 ,USD,50935 ,,
2976,USD,193385 ,USD,50961 ,,
2977,USD,184301 ,USD,51080 ,USD,36000000 
2978,USD,306003 ,USD,51168 ,,
2979,USD,61389 ,USD,51198 ,,
2980,USD,51246 ,USD,51246 ,,
2981,USD,51251 ,USD,51251 ,,
2982,USD,51264 ,USD,51264 ,USD,320000 
2983,USD,51266 ,USD,51266 ,USD,1000000 
2984,,,USD,51380 ,,
2985,USD,318451 ,USD,51420 ,,
2986,USD,51540 ,USD,51540 ,,
2987,USD,3111395 ,USD,51548 ,EUR,3000000
2988,USD,51549 ,USD,51549 ,,
2989,USD,51570 ,USD,51570 ,,
2990,USD,51618 ,USD,51618 ,,
2991,USD,499620 ,USD,51708 ,USD,12000000 
2992,USD,108522 ,USD,51713 ,USD,115000 
2993,USD,2632092 ,USD,51766 ,,
2994,USD,460997 ,USD,51879 ,,
2995,USD,451063 ,USD,51933 ,,
2996,USD,51942 ,USD,51942 ,,
2997,USD,364139 ,USD,51950 ,,
2998,USD,98932 ,USD,51950 ,,
2999,USD,1230135 ,USD,51957 ,HKD,35000000
3000,USD,19162324 ,USD,51996 ,,
3001,USD,52000 ,USD,52000 ,,
3002,USD,448829 ,USD,52087 ,,
3003,USD,52132 ,USD,52132 ,USD,6000000 
3004,,,USD,52148 ,,
3005,USD,52155 ,USD,52155 ,USD,220000 
3006,USD,52195 ,USD,52195 ,,
3007,USD,52285 ,USD,52285 ,,
3008,USD,483737 ,USD,52292 ,,
3009,USD,52310 ,USD,52310 ,,
3010,USD,382119 ,USD,52339 ,,
3011,USD,708354 ,USD,52384 ,,
3012,USD,27590180 ,USD,52406 ,JPY,3000000
3013,USD,52429 ,USD,52429 ,USD,2000000 
3014,USD,52436 ,USD,52436 ,,
3015,USD,52453 ,USD,52453 ,USD,6000000 
3016,USD,351401 ,USD,52597 ,USD,6800000 
3017,USD,156190 ,USD,52604 ,USD,800000 
3018,,,USD,52609 ,,
3019,USD,78024 ,USD,52618 ,,
3020,USD,13551174 ,USD,52624 ,EUR,14000000
3021,USD,52632 ,USD,52632 ,,
3022,USD,52654 ,USD,52654 ,,
3023,USD,52654 ,USD,52654 ,,
3024,USD,52665 ,USD,52665 ,USD,2600000 
3025,USD,2050766 ,USD,52713 ,,
3026,USD,541515 ,USD,52761 ,,
3027,USD,52819 ,USD,52819 ,,
3028,,,USD,52849 ,,
3029,USD,53570 ,USD,52868 ,USD,500000 
3030,USD,52909 ,USD,52909 ,,
3031,USD,9559524 ,USD,53000 ,USD,25000000 
3032,USD,53074 ,USD,53074 ,,
3033,USD,270971 ,USD,53086 ,USD,8000000 
3034,USD,53169 ,USD,53169 ,,
3035,USD,121977 ,USD,53206 ,EUR,800000
3036,USD,2198188 ,USD,53250 ,,
3037,USD,53345 ,USD,53345 ,,
3038,USD,2093725 ,USD,53447 ,,
3039,USD,62686 ,USD,53485 ,,
3040,USD,53532 ,USD,53532 ,,
3041,USD,438513 ,USD,53580 ,,
3042,USD,80119 ,USD,53589 ,,
3043,USD,53609 ,USD,53609 ,USD,2000000 
3044,USD,53662 ,USD,53662 ,,
3045,USD,1451465 ,USD,53692 ,USD,14000000 
3046,USD,132745 ,USD,53715 ,USD,100000 
3047,USD,230366 ,USD,53744 ,,
3048,USD,53760 ,USD,53760 ,USD,2000000 
3049,USD,618103 ,USD,53810 ,,
3050,USD,82993 ,USD,53837 ,USD,2500000 
3051,USD,2549568 ,USD,53895 ,EUR,5284200
3052,USD,53932 ,USD,53932 ,,
3053,USD,2074864 ,USD,54000 ,USD,31000000 
3054,USD,54000 ,USD,54000 ,USD,450000 
3055,USD,83008 ,USD,54030 ,USD,5000000 
3056,USD,2211495 ,USD,54030 ,,
3057,USD,54051 ,USD,54051 ,,
3058,USD,54058 ,USD,54058 ,USD,2500000 
3059,USD,7894075 ,USD,54075 ,,
